COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
RESP 2260,A01 (13322),Cardiopulmonary Diagnostics (3),B,"Sep 03 - Sep 03, 13:00-14:55 (W)",
RESP 2260,A01 (13322),Cardiopulmonary Diagnostics (3),B,"Dec 04 - Dec 04, 10:00-11:55 (R)",
RESP 2380,A01 (19583),Basic Fieldwork 2 (4),OC,Aug 05 - Dec 19,Candice Harmon
RESP 3320,A01 (11252),Clinical Education in Pediatric Respiratory Care (Part A) (1.5),OC,Aug 05 - Dec 19,Cory Campbell
RESP 3350,A01 (11254),Clinical Education in Pulmonary Diagnostics (Part A) (1.5),OC,Aug 05 - Dec 19,Cory Campbell
RESP 3360,A01 (11255),Clinical Education in Anesthesia (Part A) (1.5),OC,Aug 05 - Dec 19,Cory Campbell
RESP 3370,A01 (11256),Clinical Education in Community Care (Part A) (2),OC,Aug 05 - Dec 19,Cory Campbell
RESP 3410,A01 (12236),Clinical Education in Critical Care (Part A) (4),OC,Aug 05 - Dec 19,Cory Campbell
RESP 3420,A01 (12237),Clinical Education in Neonatal Care (Part A) (2.5),OC,Aug 05 - Dec 19,Cory Campbell
RESP 3430,A01 (12238),Clinical Education in General Therapeutics (Part A) (3),OC,Aug 05 - Dec 19,Cory Campbell
RESP 3440,A01 (12232),Current Topics in Respiratory Therapy (Part A) (3),B,"Nov 07 - Nov 07, 10:00-11:55 (F)",Mayson De Araujo Sousa
RESP 3440,A01 (12232),Current Topics in Respiratory Therapy (Part A) (3),B,"Sep 04 - Sep 04, 13:00-14:55 (R)",Mayson De Araujo Sousa
RESP 3440,A01 (12232),Current Topics in Respiratory Therapy (Part A) (3),B,"Sep 05 - Sep 05, 10:00-11:55 (F)",Mayson De Araujo Sousa
RESP 3440,A01 (12232),Current Topics in Respiratory Therapy (Part A) (3),B,"Nov 05 - Nov 05, 10:00-11:55 (W)",Mayson De Araujo Sousa
RESP 3440,A01 (12232),Current Topics in Respiratory Therapy (Part A) (3),B,"Nov 03 - Nov 03, 10:00-11:55 (M)",Mayson De Araujo Sousa
HYGN 1232,A01 (11280),Oral and Dental Anatomy (3),B,"Aug 26 - Aug 26, 09:00-11:50 (T)",Lorraine Glassford
HYGN 1232,A01 (11280),Oral and Dental Anatomy (3),B,"Aug 27 - Aug 27, 09:00-11:50 (W)",Lorraine Glassford
HYGN 1232,A01 (11280),Oral and Dental Anatomy (3),B,"Sep 02 - Nov 28, 15:00-15:50 (W)",Lorraine Glassford
HYGN 1232,A01 (11280),Oral and Dental Anatomy (3),B,"Aug 28 - Aug 28, 16:00-16:50 (R)",Lorraine Glassford
HYGN 1232,A01 (11280),Oral and Dental Anatomy (3),B,"Sep 02 - Nov 28, 09:00-11:50 (T)",Lorraine Glassford
HYGN 1234,A01 (11281),Preclinical Dental Hygiene (2),B,"Sep 02 - Nov 28, 13:00-16:50 (R)",Lorraine Glassford
HYGN 1234,A01 (11281),Preclinical Dental Hygiene (2),B,"Sep 02 - Nov 28, 09:00-11:50 (R)",Lorraine Glassford
HYGN 1234,A01 (11281),Preclinical Dental Hygiene (2),B,"Aug 28 - Aug 28, 13:00-15:50 (R)",Lorraine Glassford
HYGN 1234,A01 (11281),Preclinical Dental Hygiene (2),B,"Sep 02 - Nov 28, 16:00-16:50 (W)",Lorraine Glassford
HYGN 1234,A01 (11281),Preclinical Dental Hygiene (2),B,"Aug 28 - Aug 28, 09:00-11:50 (R)",Lorraine Glassford
HYGN 1236,A01 (11282),Dental Hygiene Theory and Practice 1 (4),B,"Sep 08 - Nov 28, 14:00-15:50 (M)",Cindy Isaak-Ploegman
HYGN 1236,A01 (11282),Dental Hygiene Theory and Practice 1 (4),B,"Sep 02 - Nov 28, 13:00-14:50 (T)",Cindy Isaak-Ploegman
HYGN 1262,A01 (11283),"Dental Radiology, Part A (1.5)",B,"Aug 27 - Aug 27, 13:00-14:50 (W)",Lorraine Glassford
HYGN 1262,A01 (11283),"Dental Radiology, Part A (1.5)",B,"Sep 02 - Nov 28, 10:00-11:50 (W)",Lorraine Glassford
HYGN 1262,A01 (11283),"Dental Radiology, Part A (1.5)",B,"Oct 17 - Nov 28, 13:00-15:50 (F)",Lorraine Glassford
HYGN 1262,A01 (11283),"Dental Radiology, Part A (1.5)",B,"Aug 19 - Aug 19, 10:00-11:50 (T)",Lorraine Glassford
HYGN 1270,A01 (11287),Biology of the Head and Neck (3),B,"Sep 02 - Nov 28, 13:00-14:50 (W)",Aleksandra Glogowska
HYGN 1270,A01 (11287),Biology of the Head and Neck (3),B,"Sep 08 - Nov 28, 09:00-10:50 (M)",Aleksandra Glogowska
HYGN 1280,A01 (11830),"Microbiology and Infectious Diseases, Part A (1.5)",B,"Aug 19 - Aug 19, 16:00-16:50 (T)",Cindy Isaak-Ploegman
HYGN 1280,A01 (11830),"Microbiology and Infectious Diseases, Part A (1.5)",B,"Sep 02 - Nov 28, 15:00-16:50 (T)",Cindy Isaak-Ploegman
HYGN 1280,A01 (11830),"Microbiology and Infectious Diseases, Part A (1.5)",B,"Aug 25 - Aug 25, 08:00-09:50 (M)",Cindy Isaak-Ploegman
HYGN 1280,A01 (11830),"Microbiology and Infectious Diseases, Part A (1.5)",B,"Aug 19 - Aug 19, 08:00-09:50 (T)",Cindy Isaak-Ploegman
HYGN 1280,A01 (11830),"Microbiology and Infectious Diseases, Part A (1.5)",B,"Aug 21 - Aug 21, 10:00-11:50 (R)",Cindy Isaak-Ploegman
HYGN 1340,A01 (11284),"Communications, Part A (1)",B,"Sep 02 - Nov 28, 10:00-11:50 (F)",Katherine Yerex
HYGN 1340,A01 (11284),"Communications, Part A (1)",B,"Aug 29 - Aug 29, 09:00-10:50 (F)",Katherine Yerex
HYGN 1352,A01 (11285),"Community Health I, Part A (1.5)",B,"Sep 02 - Nov 28, 08:00-09:50 (F)",Flora Bertone
HYGN 1360,A01 (11286),Periodontology I (2),B,"Sep 02 - Nov 28, 08:00-09:50 (W)",Kaleigh Warden
HYGN 2100,A02 (11296),"Dental Hygiene Portfolio, Part A (1)",B,Aug 05 - Dec 23,Laura MacDonald
HYGN 2100,A02 (11296),"Dental Hygiene Portfolio, Part A (1)",B,"Sep 26 - Nov 28, 13:00-13:50 (F)",Laura MacDonald
HYGN 2100,A01 (11295),"Dental Hygiene Portfolio, Part A (1)",B,Aug 05 - Dec 23,Laura MacDonald
HYGN 2100,A01 (11295),"Dental Hygiene Portfolio, Part A (1)",B,"Sep 29 - Nov 28, 11:00-11:50 (M)",Laura MacDonald
HYGN 2300,A01 (11288),"Pathology, Part A (1.5)",B,"Aug 12 - Aug 12, 13:00-14:50 (T)",Vanessa Bromley
HYGN 2300,A01 (11288),"Pathology, Part A (1.5)",B,"Aug 12 - Aug 12, 08:00-09:50 (T)",Vanessa Bromley
HYGN 2300,A01 (11288),"Pathology, Part A (1.5)",B,"Aug 20 - Aug 20, 13:00-15:50 (W)",Vanessa Bromley
HYGN 2300,A01 (11288),"Pathology, Part A (1.5)",B,"Aug 14 - Aug 14, 13:00-15:50 (R)",Vanessa Bromley
HYGN 2300,A01 (11288),"Pathology, Part A (1.5)",B,"Aug 21 - Aug 21, 08:00-09:50 (R)",Vanessa Bromley
HYGN 2300,A01 (11288),"Pathology, Part A (1.5)",B,"Sep 03 - Sep 03, 08:00-09:50 (W)",Vanessa Bromley
HYGN 2300,A01 (11288),"Pathology, Part A (1.5)",B,"Aug 26 - Aug 26, 08:00-09:50 (T)",Vanessa Bromley
HYGN 2300,A01 (11288),"Pathology, Part A (1.5)",B,"Aug 18 - Aug 18, 10:00-11:00 (M)",Vanessa Bromley
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 29 - Aug 29, 13:00-14:50 (F)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 18 - Aug 18, 13:00-14:50 (M)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Sep 02 - Nov 28, 11:00-11:50 (T)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 21 - Aug 21, 10:30-11:50 (R)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 14 - Aug 14, 10:30-11:50 (R)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 15 - Aug 15, 09:00-11:50 (F)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 19 - Aug 19, 09:00-11:50 (T)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 20 - Aug 20, 08:30-11:50 (W)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 11 - Aug 11, 14:30-16:50 (M)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Sep 19 - Nov 28, 14:00-16:50 (F)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 25 - Dec 05, 13:30-16:30 (MT)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 13 - Aug 13, 09:00-11:50 (W)",Kaleigh Warden
HYGN 2312,A01 (11289),Dental Hygiene Clinical Practice II (4),B,"Aug 25 - Dec 05, 09:00-11:50 (MRF)",Kaleigh Warden
HYGN 2314,K01 (11290),Dental Hygiene Theory and Practice III (4),B,"Sep 04 - Nov 28, 14:00-16:50 (R)",Katherine Yerex
HYGN 2314,K01 (11290),Dental Hygiene Theory and Practice III (4),B,"Sep 04 - Nov 28, 13:00-13:50 (R)",Katherine Yerex
HYGN 2314,K01 (11290),Dental Hygiene Theory and Practice III (4),B,"Sep 08 - Nov 28, 08:00-08:50 (M)",Katherine Yerex
HYGN 2340,A01 (11291),Periodontology II (2),B,"Sep 08 - Nov 28, 08:00-09:50 (W)",Katherine Yerex
HYGN 2340,A01 (11291),Periodontology II (2),B,"Aug 28 - Aug 28, 13:00-14:50 (R)",Katherine Yerex
HYGN 2340,A01 (11291),Periodontology II (2),B,"Aug 19 - Aug 19, 13:00-15:50 (T)",Katherine Yerex
HYGN 2350,A01 (11292),Biology of Oral Tissues (2),B,"Aug 28 - Aug 28, 15:00-15:50 (R)",Natalya Kravtsov
HYGN 2350,A01 (11292),Biology of Oral Tissues (2),B,"Sep 02 - Nov 28, 10:00-11:50 (W)",Natalya Kravtsov
HYGN 2350,A01 (11292),Biology of Oral Tissues (2),B,"Aug 26 - Aug 26, 10:00-11:50 (T)",Natalya Kravtsov
HYGN 2362,A01 (11293),"Community Health II, Part A (1.5)",B,"Sep 02 - Nov 28, 08:00-10:50 (T)",Flora Bertone
HYGN 2380,A01 (11294),Pain Management (2),B,"Sep 02 - Nov 28, 13:00-16:50 (W)",Kaleigh Warden
HYGN 2380,A01 (11294),Pain Management (2),B,"Aug 27 - Aug 27, 13:00-15:50 (W)",Kaleigh Warden
HYGN 4412,A01 (21014),Dental Hygiene Practice Management and Leadership (3),B,Aug 05 - Dec 23,Laura MacDonald
HYGN 4460,A01 (19749),Community Health Independent Study (3),B,Aug 05 - Dec 23,Laura MacDonald
HYGN 4470,A01 (19747),Community Health Independent Study II (3),B,Aug 05 - Dec 23,Laura MacDonald
HYGN 4492,A01 (16951),Current Issues in Dental Hygiene (3),B,Aug 05 - Dec 23,Laura MacDonald
HYGN 4520,A01 (16952),Advanced Independent Study I (3),B,Aug 05 - Dec 23,Laura MacDonald
HYGN 4530,A01 (17015),Teaching Practicum (3),B,Aug 05 - Dec 23,Laura MacDonald
HYGN 4540,A01 (18329),Advanced Teaching Practicum (3),B,Aug 05 - Dec 23,Laura MacDonald
HYGN 4550,A01 (25585),Advanced Independent Study II (3),B,Aug 05 - Dec 23,Flora Bertone
MUSC 1004,A01 (12123),Introduction to Music in History 1 (3),M,"Sep 03 - Dec 08, 08:30-09:20 (MWF)",Andrew Deruchie
MUSC 1030,A01 (21561),History of Musical Theatre (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Donna Fletcher
MUSC 1040,A01 (25005),Discovering Jazz (3),M,"Sep 03 - Dec 08, 13:00-14:15 (TR)",Jonathan Challoner
MUSC 1110,A01 (10524),Music Theory 1 (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",Rebecca Simpson
MUSC 1110,A02 (20115),Music Theory 1 (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Rebecca Simpson
MUSC 1180,T04 (10542),Wind Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:45 (TR)",Jacqueline Dawson
MUSC 1180,T09 (16965),Experimental Improv Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (F)",Gordon Fitzell
MUSC 1180,T07 (10544),Concert Choir (Part A) (1),M,"Sep 03 - Dec 08, 17:30-19:30 (W)",Catherine Robbins
MUSC 1180,T12 (22294),University of Manitoba Upper Voices (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:15 (MW)",Elroy Friesen
MUSC 1180,T03 (10540),University Singers (Part A) (1),M,"Sep 03 - Dec 08, 13:00-15:15 (TR)",Elroy Friesen
MUSC 1180,T02 (10537),Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 16:45-19:00 (MW)",Minna Chung
MUSC 1180,T05 (10543),Concert Band (Part A) (1),M,"Sep 03 - Dec 08, 19:00-21:30 (T)",Jacqueline Dawson
MUSC 1184,T02 (21641),Small Jazz Ensemble (Part A) (1),M,Sep 03 - Dec 08,Fabio Ragnelli
MUSC 1184,T03 (21642),Jazz Vocal Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (R)",Karly Epp
MUSC 1184,T01 (21640),Jazz Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Jonathan Challoner
MUSC 1190,T03 (21634),Accompanying (Part A) (1),M,"Sep 03 - Dec 08, 11:30-12:45 (T)",Judith Kehler-Siebert
MUSC 1190,T25 (26470),Wednesday Night Jazz Big Band - Part A (1),M,"Sep 03 - Dec 08, 17:30-19:00 (W)",Jonathan Challoner
MUSC 1190,T04 (21635),Chamber Music (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Judith Kehler-Siebert
MUSC 1190,T02 (21633),Musical Theatre (Part A) (1),M,"Sep 03 - Dec 08, 16:00-19:00 (T)",Donna Fletcher
MUSC 1190,T07 (21638),Opera Theatre (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (F)",Katherine Twaddle
MUSC 1190,T07 (21638),Opera Theatre (Part A) (1),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Katherine Twaddle
MUSC 1190,T08 (21639),Percussion Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 19:30-21:30 (M)",Victoria Sparks
MUSC 1190,T09 (21697),Small Jazz Ensemble (Part A) (1),M,Sep 03 - Dec 08,Fabio Ragnelli
MUSC 1190,T10 (21698),Rhythm Section Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (T)",Karl Kohut
MUSC 1190,T11 (22232),Jazz Vocal Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (R)",Karly Epp
MUSC 1190,T12 (22243),Jazz Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Jonathan Challoner
MUSC 1190,T14 (26352),Chamber Opera - Part A (1),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Katherine Twaddle
MUSC 1190,T06 (21637),Composition Seminar (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (W)",Gordon Fitzell
MUSC 1194,A01 (21600),Jazz Improvisation 1 (Part A) (1.5),M,"Sep 03 - Dec 08, 13:00-14:15 (R)",Karl Kohut
MUSC 1384,B02 (20121),Musicianship 1 Lab (0),M,"Sep 03 - Dec 08, 11:30-12:20 (M)",Darryl Friesen
MUSC 1384,A01 (25327),Musicianship 1 (2),M,"Sep 03 - Dec 08, 09:30-10:20 (MW)",Darryl Friesen
MUSC 1384,A02 (12125),Musicianship 1 (2),M,"Sep 03 - Dec 08, 10:30-11:20 (MW)",Darryl Friesen
MUSC 1384,B99 (25597),Musicianship 1 - Challenge Lab (0),M,Sep 03 - Dec 08,Darryl Friesen
MUSC 1384,B03 (20122),Musicianship 1 Lab (0),M,"Sep 03 - Dec 08, 10:00-10:50 (T)",Darryl Friesen
MUSC 1384,B04 (20123),Musicianship 1 Lab (0),M,"Sep 03 - Dec 08, 13:30-14:20 (W)",Darryl Friesen
MUSC 1386,B02 (22382),Jazz Musicianship 1 Lab (0),M,"Sep 03 - Dec 08, 09:30-10:20 (W)",Karly Epp
MUSC 1386,B01 (22381),Jazz Musicianship 1 Lab (0),M,"Sep 03 - Dec 08, 11:30-12:20 (F)",Karly Epp
MUSC 1386,A01 (21573),Jazz Musicianship 1 (2),M,"Sep 03 - Dec 08, 10:00-10:50 (TR)",Karly Epp
MUSC 1400,B06 (23140),Major Practical Study - Jazz Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",Fabio Ragnelli
MUSC 1400,B07 (23141),Major Practical Study - Piano Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",David Moroz
MUSC 1400,B03 (23136),Major Practical Study - Woodwind Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:00 (F)",Douglas Harrington
MUSC 1400,B09 (23143),Major Practical Study - Guitar Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 15:30-18:00 (M)",Ryszard Tyborowski
MUSC 1400,B02 (23135),Major Practical Study - Cello Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 13:00-15:00 (R)",Minna Chung
MUSC 1400,B10 (24371),Major Practical Study - Composition Masterclass (Part A) (0),M,Sep 03 - Dec 08,Orjan Sandred
MUSC 1400,B01 (23133),Major Practical Study - Voice Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 16:00-17:30 (R)",Mel Braun
MUSC 1400,K01 (10550),Major Practical Study (Part A) (3),M,Sep 03 - Dec 08,TBA
MUSC 1400,B05 (23138),Major Practical Study - Percussion Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",Victoria Sparks
MUSC 1400,B08 (23142),Major Practical Study - Violin/Viola Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 13:00-15:00 (T)",TBA
MUSC 1400,B04 (23137),Major Practical Study - Brass Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:00 (F)",Richard Gillis
MUSC 1460,K04 (22265),Minor Practical Study (Part A) (3),M,Sep 03 - Dec 08,William Bonness
MUSC 1460,K03 (23335),Minor Practical Study (3),M,Sep 03 - Dec 08,Laura Loewen
MUSC 1930,A01 (20084),Rudiments of Music (3),M,"Sep 03 - Dec 08, 08:30-09:45 (TR)",Megan Dufrat
MUSC 2072,A01 (11385),Jazz History 1 (3),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Jonathan Challoner
MUSC 2100,A01 (18115),Introduction to Music Teaching and Learning (3),M,"Sep 03 - Dec 08, 10:30-11:20 (MWF)",Jody Stark
MUSC 2110,A01 (10552),Music Theory 3 (3),M,"Sep 03 - Dec 08, 09:30-10:20 (MWF)",David Litke
MUSC 2122,A01 (22291),Jazz Theory 2 (3),M,"Sep 03 - Dec 08, 13:30-14:20 (MWF)",Karl Kohut
MUSC 2180,T12 (22295),University of Manitoba Upper Voices (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:15 (MW)",Elroy Friesen
MUSC 2180,T02 (10554),Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 16:45-19:00 (MW)",Minna Chung
MUSC 2180,T05 (10561),Concert Band (Part A) (1),M,"Sep 03 - Dec 08, 19:00-21:30 (T)",Jacqueline Dawson
MUSC 2180,T04 (10556),Wind Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:45 (TR)",Jacqueline Dawson
MUSC 2180,T09 (16966),Experimental Improv Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (F)",Gordon Fitzell
MUSC 2180,T07 (10562),Concert Choir (Part A) (1),M,"Sep 03 - Dec 08, 17:30-19:30 (W)",Catherine Robbins
MUSC 2180,T03 (10555),University Singers (Part A) (1),M,"Sep 03 - Dec 08, 13:00-15:15 (TR)",Elroy Friesen
MUSC 2184,T02 (21644),Small Jazz Ensemble (Part A) (1),M,Sep 03 - Dec 08,Fabio Ragnelli
MUSC 2184,T01 (21643),Jazz Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Jonathan Challoner
MUSC 2184,T03 (21645),Jazz Vocal Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (R)",Karly Epp
MUSC 2190,T08 (21658),Percussion Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 19:30-21:30 (M)",Victoria Sparks
MUSC 2190,T07 (21657),Opera Theatre (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (F)",Katherine Twaddle
MUSC 2190,T13 (23370),Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 16:45-19:00 (MW)",Minna Chung
MUSC 2190,T07 (21657),Opera Theatre (Part A) (1),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Katherine Twaddle
MUSC 2190,T11 (22233),Jazz Vocal Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (R)",Karly Epp
MUSC 2190,T12 (22244),Jazz Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Jonathan Challoner
MUSC 2190,T09 (21699),Small Jazz Ensemble (Part A) (1),M,Sep 03 - Dec 08,Fabio Ragnelli
MUSC 2190,T10 (21700),Rhythm Section Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (T)",Karl Kohut
MUSC 2190,T04 (21654),Chamber Music (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:30 (MW)",Judith Kehler-Siebert
MUSC 2190,T02 (21652),Musical Theatre (Part A) (1),M,"Sep 03 - Dec 08, 16:00-19:00 (T)",Donna Fletcher
MUSC 2190,T14 (24575),Chamber Opera - Part A (1),M,"Sep 03 - Dec 08, 11:30-12:45 (TR)",Katherine Twaddle
MUSC 2190,T25 (26471),Wednesday Night Jazz Big Band - Part A (1),M,"Sep 03 - Dec 08, 17:30-19:00 (W)",Jonathan Challoner
MUSC 2190,T03 (21653),Accompanying (Part A) (1),M,"Sep 03 - Dec 08, 11:30-12:45 (T)",Judith Kehler-Siebert
MUSC 2190,T06 (21656),Composition Seminar (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (W)",Gordon Fitzell
MUSC 2194,A01 (21601),Jazz Improvisation 2 (Part A) (1.5),M,"Sep 03 - Dec 08, 13:00-14:15 (T)",Jonathan Gordon
MUSC 2384,B99 (25598),Musicianship 3 (0),M,Sep 03 - Dec 08,Darryl Friesen
MUSC 2384,B03 (20127),Musicianship 3 Lab (0),M,"Sep 03 - Dec 08, 13:30-14:20 (M)",Darryl Friesen
MUSC 2384,A02 (15076),Musicianship 3 (2),M,"Sep 03 - Dec 08, 11:30-12:20 (MW)",Darryl Friesen
MUSC 2384,A01 (26337),Musicianship 3 (2),M,"Sep 03 - Dec 08, 08:30-09:20 (MW)",Darryl Friesen
MUSC 2384,B01 (20125),Musicianship 3 Lab (0),M,"Sep 03 - Dec 08, 08:30-09:20 (T)",Darryl Friesen
MUSC 2386,B01 (22384),Jazz Musicianship 3 Lab (0),M,"Sep 03 - Dec 08, 10:30-11:20 (W)",Niall Bakkestad-Legare
MUSC 2386,A01 (21574),Jazz Musicianship 3 (2),M,"Sep 03 - Dec 08, 08:30-09:20 (TR)",Niall Bakkestad-Legare
MUSC 2400,B10 (23223),Major Practical Study - Composition Masterclass (Part A) (0),M,Sep 03 - Dec 08,Gordon Fitzell
MUSC 2400,K01 (10564),Major Practical Study (Part A) (3),M,Sep 03 - Dec 08,TBA
MUSC 2400,B09 (23180),Major Practical Study - Guitar Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 15:30-18:00 (M)",Ryszard Tyborowski
MUSC 2400,B04 (23175),Major Practical Study - Brass Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:00 (F)",Richard Gillis
MUSC 2400,B03 (23168),Major Practical Study - Woodwind Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:00 (F)",Douglas Harrington
MUSC 2400,B08 (23179),Major Practical Study - Violin/Viola Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 13:00-15:00 (T)",TBA
MUSC 2400,B07 (23151),Major Practical Study - Piano Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",David Moroz
MUSC 2400,B02 (23134),Major Practical Study - Cello Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 13:00-15:00 (R)",Minna Chung
MUSC 2400,B06 (23170),Major Practical Study - Jazz Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",Fabio Ragnelli
MUSC 2400,B05 (23176),Major Practical Study - Percussion Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 14:30-16:30 (F)",Victoria Sparks
MUSC 2400,B01 (23169),Major Practical Study - Voice Masterclass (Part A) (0),M,"Sep 03 - Dec 08, 16:00-17:30 (R)",Mel Braun
MUSC 2460,A01 (10565),Conducting (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Catherine Robbins
MUSC 3012,A01 (22199),Advanced Diction 2 (Part A) (1.5),M,"Sep 03 - Dec 08, 10:00-11:15 (M)",Laura Loewen
MUSC 3040,A01 (25007),Perspectives on Indigenous Music (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Melody McKiver
MUSC 3050,A01 (13152),Bibliography and Research Methods (3),M,"Sep 03 - Dec 08, 17:00-19:30 (T)",Colette Simonot-Maiello
MUSC 3074,A01 (26330),Classical Music History (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",Andrew Deruchie
MUSC 3112,A01 (11822),Jazz Composition and Arranging 1 (3),M,"Sep 03 - Dec 08, 10:00-11:15 (TR)",William Bonness
MUSC 3116,A01 (24297),Standard Orchestral Excerpts  and Solos 1 (Cello and Bass) (3),M,"Sep 03 - Dec 08, 13:00-14:25 (T)",Minna Chung
MUSC 3150,A01 (20085),Orchestration (3),M,"Sep 03 - Dec 08, 11:30-12:20 (MWF)",Gordon Fitzell
MUSC 3180,T07 (10590),Concert Choir (Part A) (1),M,"Sep 03 - Dec 08, 17:30-19:30 (W)",Catherine Robbins
MUSC 3180,T04 (10585),Wind Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:45 (TR)",Jacqueline Dawson
MUSC 3180,T02 (10580),Orchestra (Part A) (1),M,"Sep 03 - Dec 08, 16:45-19:00 (MW)",Minna Chung
MUSC 3180,T03 (10582),University Singers (Part A) (1),M,"Sep 03 - Dec 08, 13:00-15:15 (TR)",Elroy Friesen
MUSC 3180,T10 (16967),Experimental Improv Ensemble (Part A) (1),M,"Sep 03 - Dec 08, 14:30-17:30 (F)",Gordon Fitzell
MUSC 3180,T12 (22296),University of Manitoba Upper Voices (Part A) (1),M,"Sep 03 - Dec 08, 14:30-16:15 (MW)",Elroy Friesen
MUSC 3180,T05 (10588),Concert Band (Part A) (1),M,"Sep 03 - Dec 08, 19:00-21:30 (T)",Jacqueline Dawson
MUSC 3180,T08 (14217),Cantata Singers (Part A) (1),M,"Sep 03 - Dec 08, 16:30-18:15 (M)",Elroy Friesen
