COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
SCI 4990,K13 (59597),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Geoffrey Anderson
SCI 4990,K04 (59565),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Riyalyn Timpog
SCI 4990,K11 (59589),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Riyalyn Timpog
SCI 4990,K01 (59149),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Geoffrey Anderson
SCI 4990,K02 (59150),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Geoffrey Anderson
SCI 4990,K05 (59569),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Riyalyn Timpog
SCI 4990,K12 (59593),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Riyalyn Timpog
SCI 4990,K07 (59577),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Riyalyn Timpog
SCI 4990,K08 (59581),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Lisa Wise
SCI 4990,K10 (59585),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Riyalyn Timpog
SCI 4990,K06 (59573),Co-operative Education Work Term 4 (0),WKT,Jan 06 - Apr 09,Riyalyn Timpog
STAT 1000,B03 (55892),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (W)",TBA
STAT 1000,B04 (65406),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (W)",TBA
STAT 1000,B05 (58372),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (W)",TBA
STAT 1000,B07 (55894),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 16:30-17:20 (W)",TBA
STAT 1000,B08 (55895),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 16:30-17:20 (W)",TBA
STAT 1000,B09 (55897),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 18:00-18:50 (W)",TBA
STAT 1000,B10 (55896),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (R)",TBA
STAT 1000,B11 (58374),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (R)",TBA
STAT 1000,B12 (55902),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (R)",TBA
STAT 1000,B13 (55898),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (R)",TBA
STAT 1000,B14 (55899),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (R)",TBA
STAT 1000,B15 (55903),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 15:30-16:20 (R)",TBA
STAT 1000,B16 (55904),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 15:30-16:20 (R)",TBA
STAT 1000,B17 (55906),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 16:30-17:20 (R)",TBA
STAT 1000,B18 (55900),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (F)",TBA
STAT 1000,B19 (55905),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (F)",TBA
STAT 1000,B20 (55907),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (F)",TBA
STAT 1000,B21 (55908),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (F)",TBA
STAT 1000,B22 (55901),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (F)",TBA
STAT 1000,B23 (55909),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (F)",TBA
STAT 1000,B24 (62054),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 15:30-16:20 (F)",TBA
STAT 1000,B25 (55910),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 15:30-16:20 (F)",TBA
STAT 1000,B26 (58373),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (F)",TBA
STAT 1000,D01 (51177),Basic Statistical Analysis 1 (3),DE,Jan 06 - Apr 09,Ankit Doshi
STAT 1000,G07 (65634),Basic Statistical Analysis 1 (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Emily McKinnon
STAT 1000,B02 (55891),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (W)",TBA
STAT 1000,B01 (55890),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (W)",TBA
STAT 1000,B06 (55893),Basic Statistical Analysis 1 (0),M,"Jan 06 - Apr 09, 15:30-16:20 (W)",TBA
STAT 1000,A01 (50080),Basic Statistical Analysis 1 (3),M,"Jan 06 - Apr 09, 12:30-13:20 (MWF)",Tessa Reimer
STAT 1000,A05 (50084),Basic Statistical Analysis 1 (3),M,"Jan 06 - Apr 09, 19:00-21:45 (W)",Funmilola Taiwo
STAT 1000,A04 (58371),Basic Statistical Analysis 1 (3),M,"Jan 06 - Apr 09, 14:30-15:45 (MW)",Tessa Reimer
STAT 1000,A02 (50081),Basic Statistical Analysis 1 (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Andrew Morris
STAT 1000,A03 (50083),Basic Statistical Analysis 1 (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Andrew Morris
STAT 1150,B01 (55912),Introduction to Statistics and Computing (0),M,"Jan 06 - Apr 09, 09:30-10:20 (T)",TBA
STAT 1150,A01 (55911),Introduction to Statistics and Computing (3),M,"Jan 06 - Apr 09, 14:30-15:45 (MW)",Andrew Morris
STAT 1150,B10 (64245),Introduction to Statistics and Computing (0),M,"Jan 06 - Apr 09, 15:30-16:20 (W)",TBA
STAT 1150,B09 (64244),Introduction to Statistics and Computing (0),M,"Jan 06 - Apr 09, 14:30-15:20 (W)",TBA
STAT 1150,B08 (64243),Introduction to Statistics and Computing (0),M,"Jan 06 - Apr 09, 09:30-10:20 (W)",TBA
STAT 1150,B07 (64242),Introduction to Statistics and Computing (0),M,"Jan 06 - Apr 09, 14:30-15:20 (T)",TBA
STAT 1150,B06 (64241),Introduction to Statistics and Computing (0),M,"Jan 06 - Apr 09, 13:30-14:20 (T)",TBA
STAT 1150,A02 (64240),Introduction to Statistics and Computing (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Carrie Madden
STAT 1150,B04 (59948),Introduction to Statistics and Computing (0),M,"Jan 06 - Apr 09, 10:30-11:20 (W)",TBA
STAT 1150,B05 (63987),Introduction to Statistics and Computing (0),M,"Jan 06 - Apr 09, 13:30-14:20 (W)",TBA
STAT 1150,B03 (55914),Introduction to Statistics and Computing (0),M,"Jan 06 - Apr 09, 15:30-16:20 (T)",TBA
STAT 1150,B02 (55913),Introduction to Statistics and Computing (0),M,"Jan 06 - Apr 09, 10:30-11:20 (T)",TBA
STAT 2000,B03 (55915),Basic Statistical Analysis 2 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (M)",TBA
STAT 2000,A02 (50086),Basic Statistical Analysis 2 (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Tessa Reimer
STAT 2000,B09 (56527),Basic Statistical Analysis 2 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (T)",TBA
STAT 2000,B04 (55917),Basic Statistical Analysis 2 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (M)",TBA
STAT 2000,B08 (58375),Basic Statistical Analysis 2 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (T)",TBA
STAT 2000,B02 (62055),Basic Statistical Analysis 2 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (M)",TBA
STAT 2000,D01 (50650),Basic Statistical Analysis 2 (3),DE,Jan 06 - Apr 09,Ankit Doshi
STAT 2000,B05 (55918),Basic Statistical Analysis 2 (0),M,"Jan 06 - Apr 09, 15:30-16:20 (M)",TBA
STAT 2000,B01 (55916),Basic Statistical Analysis 2 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (M)",TBA
STAT 2000,B06 (55923),Basic Statistical Analysis 2 (0),M,"Jan 06 - Apr 09, 08:30-09:20 (T)",TBA
STAT 2000,B10 (55919),Basic Statistical Analysis 2 (0),M,"Jan 06 - Apr 09, 15:30-16:20 (T)",TBA
STAT 2000,A01 (50085),Basic Statistical Analysis 2 (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Carrie Madden
STAT 2000,B07 (55924),Basic Statistical Analysis 2 (0),M,"Jan 06 - Apr 09, 14:30-15:20 (T)",TBA
STAT 2150,B01 (55930),Statistics and Computing (0),M,"Jan 06 - Apr 09, 13:30-14:20 (R)",TBA
STAT 2150,B04 (63965),Statistics and Computing (0),M,"Jan 06 - Apr 09, 10:30-11:20 (F)",TBA
STAT 2150,B02 (55931),Statistics and Computing (0),M,"Jan 06 - Apr 09, 14:30-15:20 (R)",TBA
STAT 2150,B03 (55929),Statistics and Computing (0),M,"Jan 06 - Apr 09, 09:30-10:20 (F)",TBA
STAT 2150,A01 (55928),Statistics and Computing (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Ankit Doshi
STAT 2220,A01 (50089),Contemporary Statistics for Engineers (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Guanhong Xiao
STAT 2220,B01 (63237),Contemporary Statistics for Engineers (0),M,"Jan 06 - Apr 09, 13:00-14:15 (R)",TBA
STAT 2300,A01 (64246),Principles of Data Collection (3),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Balage Don Harshani De Silva
STAT 2400,A01 (51089),Introduction to Probability 1 (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Alexandre Leblanc
STAT 2400,B01 (63232),Introduction to Probability 1 (0),M,"Jan 06 - Apr 09, 14:30-15:45 (W)",TBA
STAT 2800,A01 (59789),Introduction to Probability 2 (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Xiaoting Li
STAT 2800,B01 (63233),Introduction to Probability 2 (0),M,"Jan 06 - Apr 09, 14:30-15:45 (M)",TBA
STAT 3000,A01 (64253),Applied Linear Statistical Models (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Jenna Tichon
STAT 3030,A01 (59790),Introduction to Stochastic Processes (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Xiaoke Qin
STAT 3100,A01 (59791),Introduction to Statistical Inference (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Kevin McGregor
STAT 3100,B01 (63235),Introduction to Statistical Inference (0),M,"Jan 06 - Apr 09, 14:30-15:45 (W)",TBA
STAT 3550,A01 (62052),Nonlinear Regression Models (3),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Liqun Wang
STAT 3690,A01 (59793),Multivariate Analysis (3),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Wenmin Zhang
STAT 4000,A01 (60914),Applied Statistical Modelling (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Jenna Tichon
STAT 4250,A01 (60145),Statistical Learning (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Mohammad Jafari Jozani
STAT 4250,B01 (63236),Statistical Learning (0),M,"Jan 06 - Apr 09, 14:30-15:45 (M)",TBA
STAT 4530,A01 (65407),Design of Experiments (3),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Saumendranath Mandal
STAT 4630,A01 (65408),Stochastic Processes (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Yuliya Martsynyuk
STAT 4900,T02 (65409),Causal Inference (3),M,"Jan 06 - Apr 09, 08:30-09:20 (MWF)",Sumeet Kalia
STAT 4950,A01 (63006),Honours Thesis in Statistics (Part B) (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Alexandre Leblanc
STAT 7060,A01 (64251),Advanced Theory of Probability (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Yuliya Martsynyuk
STAT 7140,A01 (60147),Linear Models (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Saumendranath Mandal
STAT 7240,T06 (65961),Causal Inference (3),M,"Jan 06 - Apr 09, 08:30-09:20 (MWF)",Sumeet Kalia
STAT 7250,T01 (64047),Statistical Learning (3),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Mohammad Jafari Jozani
STAT 7250,B01 (64252),Statistical Learning (0),M,"Jan 06 - Apr 09, 14:30-15:45 (M)",TBA
STAT 7320,A01 (58489),Research Project in Statistics (3),M,Jan 06 - Apr 09,Palavinnage Muthukumarana
STAT 7350,T04 (65416),Dynamic Data Science Applications (1.5),M,"Feb 23 - Apr 08, 09:30-10:20 (MWF)",TBA
STAT 7360,T07 (65417),Measurement Error Models (1.5),M,"Jan 07 - Feb 13, 12:30-13:20 (MWF)",Liqun Wang
CIVL 2770,B01 (50505),Civil Engineering Materials (0),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Huma Khalid
CIVL 2770,A01 (50459),Civil Engineering Materials (5),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Huma Khalid
CIVL 2770,B02 (50506),Civil Engineering Materials (0),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Huma Khalid
CIVL 2780,A01 (50507),Civil Engineering Systems (4),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Chandra Rajulapati
CIVL 2780,A01 (50507),Civil Engineering Systems (4),M,"Jan 06 - Apr 09, 11:30-12:50 (R)",Chandra Rajulapati
CIVL 2790,A01 (50510),Fluid Mechanics (4),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Ricardo Mantilla
CIVL 2790,A01 (50510),Fluid Mechanics (4),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Ricardo Mantilla
CIVL 3590,A01 (50566),Numerical Methods in Engineering Analysis (4),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Chandra Rajulapati
CIVL 3590,A01 (50566),Numerical Methods in Engineering Analysis (4),M,"Jan 06 - Apr 09, 14:30-16:20 (T)",Chandra Rajulapati
CIVL 3700,A01 (50567),Environmental Engineering Design (4),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Qiuyan Yuan
CIVL 3700,A01 (50567),Environmental Engineering Design (4),M,"Jan 06 - Apr 09, 11:30-12:50 (R)",Qiuyan Yuan
CIVL 3740,A01 (50568),Hydraulics (4),M,"Jan 06 - Apr 09, 08:30-09:20 (MWF)",Karen Dow
CIVL 3740,A01 (50568),Hydraulics (4),M,"Jan 06 - Apr 09, 11:30-12:50 (T)",Karen Dow
CIVL 3770,A01 (57520),Design of Steel Structures (4),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Young Cha
CIVL 3770,A01 (57520),Design of Steel Structures (4),M,"Jan 06 - Apr 09, 13:00-14:20 (T)",Young Cha
CIVL 4020,A01 (63085),Masonry Design (4),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Dagmar Svecova
CIVL 4020,A01 (63085),Masonry Design (4),M,"Jan 06 - Apr 09, 14:30-16:20 (W)",Dagmar Svecova
CIVL 4030,A01 (63306),Advanced Structural Design (4),M,"Jan 06 - Apr 09, 14:30-16:20 (M)",Ehab El-Salakawy
CIVL 4030,A01 (63306),Advanced Structural Design (4),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Ehab El-Salakawy
CIVL 4040,A01 (65747),Structural Dynamics (4),M,"Jan 06 - Apr 09, 14:30-16:20 (F)",Graziano Fiorillo
CIVL 4040,A01 (65747),Structural Dynamics (4),M,"Jan 06 - Apr 09, 12:30-13:15 (MWF)",Graziano Fiorillo
CIVL 4100,A01 (65748),Engineering Management and the Environment (4),M,"Jan 06 - Apr 09, 14:30-16:20 (W)",Beata Gorczyca
CIVL 4100,A01 (65748),Engineering Management and the Environment (4),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Beata Gorczyca
CIVL 4230,A01 (65749),Geotechnical Engineering (4),M,"Jan 06 - Apr 09, 11:30-12:50 (T)",Marolo Alfaro
CIVL 4230,A01 (65749),Geotechnical Engineering (4),M,"Jan 06 - Apr 09, 08:30-09:20 (MWF)",Marolo Alfaro
CIVL 4350,A01 (65750),Hazardous Waste Treatment (4),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Qiuyan Yuan
CIVL 4350,A01 (65750),Hazardous Waste Treatment (4),M,"Jan 06 - Apr 09, 13:00-14:20 (R)",Qiuyan Yuan
CIVL 4410,A01 (65751),Transportation Systems (4),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Ahmed Shalaby
CIVL 4410,A01 (65751),Transportation Systems (4),M,"Jan 06 - Apr 09, 14:30-16:20 (M)",Ahmed Shalaby
CIVL 4590,A01 (51576),Design Project (6),M,"Jan 06 - Apr 09, 17:30-19:30 (T)",James Blatz
CIVL 4590,A01 (51576),Design Project (6),M,"Jan 06 - Apr 09, 17:30-19:30 (R)",James Blatz
CIVL 4590,A01 (51576),Design Project (6),M,"Jan 06 - Apr 09, 14:30-15:45 (TR)",James Blatz
CIVL 7010,A01 (66045),Modern Railway Engineering (3),M,"Jan 06 - Apr 09, 13:00-16:00 (T)",Jonathan Regehr
CIVL 7100,A01 (66046),Prestressed Concrete (3),M,"Jan 06 - Apr 09, 12:30-15:50 (M)",Ehab El-Salakawy
CIVL 7200,T09 (66047),Chemistry for Water Treatment and Analysis (3),M,"Jan 06 - Apr 09, 09:00-11:45 (T)",Chengjin Wang
CIVL 7260,A01 (66124),Behaviour of Reinforced Concrete Members (3),M,"Jan 06 - Apr 09, 10:30-13:20 (F)",Dagmar Svecova
CIVL 7360,A01 (66048),"Landslides and Slope Failures: Identification, Causes, and Control (3)",M,"Jan 06 - Apr 09, 09:30-12:20 (W)",James Bartz
CIVL 7460,A01 (66049),Geotechnical Design with Geosynthetics (3),M,Jan 06 - Apr 09,Marolo Alfaro
CIVL 7652,A01 (66050),River Ice Engineering (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Shawn Clark
CIVL 7740,T02 (66051),Statistical Analysis of Hydrologic Data (3),M,"Jan 06 - Apr 09, 13:30-16:30 (T)",Masoud Asadzadeh
CIVL 7740,T04 (66131),Stochastic Processes in Hydrological and Environmental Applications (3),M,"Jan 06 - Apr 09, 13:00-16:00 (M)",Chandra Rajulapati
CIVL 7990,T11 (66052),Transportation Planning (3),M,Jan 06 - Apr 09,Babak Mehran
BME 7000,A01 (55535),Biomedical Engineering Seminar (0),OC,"Jan 06 - Apr 09, 16:00-17:55 (R)",Ke Peng
BME 7012,A01 (54334),Foundation of Physiology (2),OC,"Jan 06 - Apr 09, 09:00-12:00 (W)",Brian Lithgow
BME 7040,A01 (60561),Biomedical Ethics (0),M,"Jan 06 - Apr 09, 09:00-12:20 (T)",Bertram Unger
ECE 2160,B03 (50779),Electronics 2E (0),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Aniruddha Gole
ECE 2160,B01 (50777),Electronics 2E (0),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Aniruddha Gole
ECE 2160,B04 (64559),Electronics 2E (0),M,"Jan 05 - Apr 08, 11:30-14:15 (R)",Aniruddha Gole
ECE 2160,B02 (50778),Electronics 2E (0),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Aniruddha Gole
ECE 2160,A01 (50769),Electronics 2E (5),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Aniruddha Gole
ECE 2220,B01 (65392),Digital Logic Systems (0),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Abu Hossain
ECE 2220,A01 (65391),Digital Logic Systems (5),M,"Jan 06 - Apr 09, 13:30-14:20 (MWF)",Abu Hossain
ECE 2220,B02 (65393),Digital Logic Systems (0),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Abu Hossain
ECE 2240,B01 (51889),Numerical Methods for Electrical Engineers (0),M,"Feb 24 - Feb 24, 14:30-17:15 (T)",Maria Uehara
ECE 2240,B03 (51891),Numerical Methods for Electrical Engineers (0),M,"Feb 26 - Feb 26, 14:30-17:15 (R)",Maria Uehara
ECE 2240,B03 (51891),Numerical Methods for Electrical Engineers (0),M,"Mar 12 - Mar 12, 14:30-17:15 (R)",Maria Uehara
ECE 2240,B03 (51891),Numerical Methods for Electrical Engineers (0),M,"Mar 26 - Mar 26, 14:30-17:15 (R)",Maria Uehara
ECE 2240,B01 (51889),Numerical Methods for Electrical Engineers (0),M,"Feb 03 - Feb 03, 14:30-17:15 (T)",Maria Uehara
ECE 2240,B01 (51889),Numerical Methods for Electrical Engineers (0),M,"Jan 20 - Jan 20, 14:30-17:15 (T)",Maria Uehara
ECE 2240,B01 (51889),Numerical Methods for Electrical Engineers (0),M,"Mar 10 - Mar 10, 14:30-17:15 (T)",Maria Uehara
ECE 2240,B03 (51891),Numerical Methods for Electrical Engineers (0),M,"Feb 05 - Feb 05, 14:30-17:15 (R)",Maria Uehara
ECE 2240,B03 (51891),Numerical Methods for Electrical Engineers (0),M,"Jan 22 - Jan 22, 14:30-17:15 (R)",Maria Uehara
ECE 2240,B01 (51889),Numerical Methods for Electrical Engineers (0),M,"Mar 24 - Mar 24, 14:30-17:15 (T)",Maria Uehara
ECE 2240,B02 (51890),Numerical Methods for Electrical Engineers (0),M,"Jan 21 - Jan 21, 14:30-17:15 (W)",Maria Uehara
ECE 2240,B02 (51890),Numerical Methods for Electrical Engineers (0),M,"Mar 25 - Mar 25, 14:30-17:15 (W)",Maria Uehara
ECE 2240,B02 (51890),Numerical Methods for Electrical Engineers (0),M,"Mar 11 - Mar 11, 14:30-17:15 (W)",Maria Uehara
ECE 2240,B02 (51890),Numerical Methods for Electrical Engineers (0),M,"Feb 25 - Feb 25, 14:30-17:15 (W)",Maria Uehara
ECE 2240,B02 (51890),Numerical Methods for Electrical Engineers (0),M,"Feb 04 - Feb 04, 14:30-17:15 (W)",Maria Uehara
ECE 2240,A01 (51443),Numerical Methods for Electrical Engineers (4),M,"Jan 06 - Apr 09, 09:30-10:20 (MWF)",Maria Uehara
ECE 2262,B02 (60639),Electric Circuits (0),M,"Jan 23 - Jan 23, 14:30-17:15 (F)",Joe LoVetri
ECE 2262,B02 (60639),Electric Circuits (0),M,"Mar 13 - Mar 13, 14:30-17:15 (F)",Joe LoVetri
ECE 2262,B02 (60639),Electric Circuits (0),M,"Mar 27 - Mar 27, 14:30-17:15 (F)",Joe LoVetri
ECE 2262,B01 (51755),Electric Circuits (0),M,"Feb 05 - Feb 05, 14:30-17:15 (R)",Joe LoVetri
ECE 2262,B01 (51755),Electric Circuits (0),M,"Feb 26 - Feb 26, 14:30-17:15 (R)",Joe LoVetri
ECE 2262,B01 (51755),Electric Circuits (0),M,"Mar 12 - Mar 12, 14:30-17:15 (R)",Joe LoVetri
ECE 2262,B01 (51755),Electric Circuits (0),M,"Mar 26 - Mar 26, 14:30-17:15 (R)",Joe LoVetri
ECE 2262,B01 (51755),Electric Circuits (0),M,"Jan 22 - Jan 22, 14:30-17:15 (R)",Joe LoVetri
ECE 2262,B02 (60639),Electric Circuits (0),M,"Feb 06 - Feb 06, 14:30-17:15 (F)",Joe LoVetri
ECE 2262,B02 (60639),Electric Circuits (0),M,"Feb 27 - Feb 27, 14:30-17:15 (F)",Joe LoVetri
ECE 2262,A01 (51754),Electric Circuits (4),M,"Jan 06 - Apr 09, 13:00-14:15 (T)",Joe LoVetri
ECE 2262,A01 (51754),Electric Circuits (4),M,"Jan 06 - Apr 09, 10:30-11:20 (MWF)",Joe LoVetri
ECE 2400,B03 (65390),Engineering Algorithms 1 (0),M,"Jan 14 - Jan 14, 14:30-17:30 (W)",Ahmed Ashraf
ECE 2400,B02 (64802),Engineering Algorithms 1 (0),M,"Feb 10 - Feb 10, 14:30-17:30 (T)",Ahmed Ashraf
ECE 2400,B02 (64802),Engineering Algorithms 1 (0),M,"Mar 03 - Mar 03, 14:30-17:30 (T)",Ahmed Ashraf
ECE 2400,B02 (64802),Engineering Algorithms 1 (0),M,"Mar 17 - Mar 17, 14:30-17:30 (T)",Ahmed Ashraf
ECE 2400,B02 (64802),Engineering Algorithms 1 (0),M,"Jan 27 - Jan 27, 14:30-17:30 (T)",Ahmed Ashraf
ECE 2400,B01 (64801),Engineering Algorithms 1 (0),M,"Mar 16 - Mar 16, 14:30-17:30 (M)",Ahmed Ashraf
ECE 2400,B01 (64801),Engineering Algorithms 1 (0),M,"Jan 26 - Jan 26, 14:30-17:30 (M)",Ahmed Ashraf
ECE 2400,B01 (64801),Engineering Algorithms 1 (0),M,"Feb 09 - Feb 09, 14:30-17:30 (M)",Ahmed Ashraf
ECE 2400,B01 (64801),Engineering Algorithms 1 (0),M,"Jan 12 - Jan 12, 14:30-17:30 (M)",Ahmed Ashraf
ECE 2400,B02 (64802),Engineering Algorithms 1 (0),M,"Jan 13 - Jan 13, 14:30-17:30 (T)",Ahmed Ashraf
ECE 2400,A01 (64800),Engineering Algorithms 1 (4),M,"Jan 06 - Apr 09, 11:30-12:20 (MWF)",Ahmed Ashraf
ECE 2400,B03 (65390),Engineering Algorithms 1 (0),M,"Mar 04 - Mar 04, 14:30-17:30 (W)",Ahmed Ashraf
ECE 2400,B03 (65390),Engineering Algorithms 1 (0),M,"Jan 28 - Jan 28, 14:30-17:30 (W)",Ahmed Ashraf
ECE 2400,B03 (65390),Engineering Algorithms 1 (0),M,"Mar 18 - Mar 18, 14:30-17:30 (W)",Ahmed Ashraf
ECE 2400,B01 (64801),Engineering Algorithms 1 (0),M,"Mar 02 - Mar 02, 14:30-17:30 (M)",Ahmed Ashraf
ECE 2400,B03 (65390),Engineering Algorithms 1 (0),M,"Feb 11 - Feb 11, 14:30-17:30 (W)",Ahmed Ashraf
ECE 3540,B02 (51254),Advanced Circuit Analysis and Design (0),M,"Jan 22 - Jan 22, 14:30-17:15 (R)",Vladimir Okhmatovski
ECE 3540,A01 (51252),Advanced Circuit Analysis and Design (4),M,"Jan 06 - Apr 09, 11:30-12:45 (TR)",Vladimir Okhmatovski
ECE 3540,B02 (51254),Advanced Circuit Analysis and Design (0),M,"Feb 05 - Feb 05, 14:30-17:15 (R)",Vladimir Okhmatovski
ECE 3540,B02 (51254),Advanced Circuit Analysis and Design (0),M,"Feb 26 - Feb 26, 14:30-17:15 (R)",Vladimir Okhmatovski
ECE 3540,B02 (51254),Advanced Circuit Analysis and Design (0),M,"Mar 12 - Mar 12, 14:30-17:15 (R)",Vladimir Okhmatovski
ECE 3540,B02 (51254),Advanced Circuit Analysis and Design (0),M,"Mar 26 - Mar 26, 14:30-17:15 (R)",Vladimir Okhmatovski
ECE 3540,B01 (51253),Advanced Circuit Analysis and Design (0),M,"Mar 11 - Mar 11, 14:30-17:15 (W)",Vladimir Okhmatovski
ECE 3540,B01 (51253),Advanced Circuit Analysis and Design (0),M,"Mar 25 - Mar 25, 14:30-17:15 (W)",Vladimir Okhmatovski
ECE 3540,B03 (51255),Advanced Circuit Analysis and Design (0),M,"Feb 27 - Feb 27, 14:30-17:15 (F)",Vladimir Okhmatovski
ECE 3540,B03 (51255),Advanced Circuit Analysis and Design (0),M,"Mar 13 - Mar 13, 14:30-17:15 (F)",Vladimir Okhmatovski
ECE 3540,B03 (51255),Advanced Circuit Analysis and Design (0),M,"Mar 27 - Mar 27, 14:30-17:15 (F)",Vladimir Okhmatovski
ECE 3540,B03 (51255),Advanced Circuit Analysis and Design (0),M,"Jan 23 - Jan 23, 14:30-17:15 (F)",Vladimir Okhmatovski
