COURSE,SECTION (CRN),TITLE (CREDIT HOURS),CAMPUS,COURSE TIME,INSTRUCTOR
NURS 7340,A01 (66198),Evidence Informed Practice (3),M,"Jan 13 - Jan 13,  (T)",Kaitlyn Yurick
NURS 7340,A01 (66198),Evidence Informed Practice (3),M,"Feb 23 - Feb 23, 09:00-12:00 (M)",Kaitlyn Yurick
NURS 7340,A01 (66198),Evidence Informed Practice (3),M,"Mar 31 - Mar 31,  (T)",Kaitlyn Yurick
NURS 7340,A01 (66198),Evidence Informed Practice (3),M,"Mar 24 - Mar 24,  (T)",Kaitlyn Yurick
NURS 7340,A01 (66198),Evidence Informed Practice (3),M,"Mar 10 - Mar 10,  (T)",Kaitlyn Yurick
NURS 7340,A01 (66198),Evidence Informed Practice (3),M,"Mar 03 - Mar 03,  (T)",Kaitlyn Yurick
NURS 7352,A01 (58443),Leadership in Advanced Practice Nursing (3),M,"Jan 06 - Apr 09, 13:00-16:00 (T)",Sonia Udod
NURS 7360,A02 (56361),Integrative Focus (6),M,"Feb 11 - Feb 11, 13:00-16:00 (W)",Judith Scanlan
NURS 7360,A02 (56361),Integrative Focus (6),M,"Mar 11 - Mar 11, 13:00-16:00 (W)",Judith Scanlan
NURS 7360,A02 (56361),Integrative Focus (6),M,"Jan 14 - Jan 14, 13:00-16:00 (W)",Judith Scanlan
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Feb 04 - Feb 04, 09:30-11:30 (W)",TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Feb 11 - Feb 11, 09:30-11:30 (W)",TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Jan 28 - Jan 28,  (W)",TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Mar 18 - Mar 18, 09:30-11:30 (W)",TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Mar 11 - Mar 11, 09:30-11:30 (W)",TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Feb 25 - Feb 25,  (W)",TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,Apr 08 - Apr 09,TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Apr 01 - Apr 01, 09:30-11:30 (W)",TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Jan 14 - Jan 14, 09:30-11:30 (W)",TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Jan 07 - Jan 07, 09:30-11:30 (W)",TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Mar 04 - Mar 04, 09:30-11:30 (W)",TBA
NURS 7402,A01 (57965),Advanced Pathophysiology and Therapeutics in Nurse Practitioner Practice (2),M,"Jan 21 - Jan 21,  (W)",TBA
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Mar 23 - Mar 23, 08:00-16:00 (M)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Jan 28 - Jan 28,  (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Jan 14 - Jan 14,  (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Mar 27 - Mar 27, 13:00-16:00 (F)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Apr 01 - Apr 01, 09:00-12:00 (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Mar 11 - Mar 11, 09:00-12:00 (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Feb 04 - Feb 04, 09:00-12:00 (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Jan 21 - Jan 21, 09:00-12:00 (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Jan 07 - Jan 07, 09:00-12:00 (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Feb 25 - Feb 25, 09:00-12:00 (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Mar 26 - Mar 26, 08:00-16:00 (R)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Mar 25 - Mar 25, 08:00-16:00 (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Mar 24 - Mar 24, 08:00-16:00 (T)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Mar 18 - Mar 18,  (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Mar 04 - Mar 04,  (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Feb 11 - Feb 11,  (W)",Kaitlyn Yurick
NURS 7412,A01 (66199),Advanced Health Assessment (3),M,"Mar 27 - Mar 27, 08:00-12:00 (F)",Kaitlyn Yurick
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Apr 06 - Apr 06, 09:00-16:00 (M)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Feb 23 - Feb 23,  (M)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Mar 23 - Mar 26, 09:00-16:00 ()",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Feb 24 - Feb 24,  (T)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Mar 17 - Mar 17, 09:00-16:00 (T)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Feb 10 - Feb 10, 09:00-16:00 (T)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Mar 09 - Mar 09, 09:00-16:00 (M)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Feb 25 - Feb 25, 09:00-12:00 (W)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Jan 19 - Jan 19, 09:00-16:00 (M)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Feb 02 - Feb 02, 09:00-16:00 (M)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Jan 26 - Jan 26, 09:00-16:00 (M)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Feb 09 - Feb 09, 09:00-16:00 (M)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Jan 06 - Jan 06,  (T)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Mar 30 - Mar 30, 09:00-16:00 (M)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Mar 02 - Mar 02, 09:00-16:00 (M)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Jan 12 - Jan 12, 09:00-16:00 (M)",Terilyn Boychuk
NURS 7430,A01 (52142),Nurse Practitioner 1 (6),M,"Mar 16 - Mar 16, 09:00-16:00 (M)",Terilyn Boychuk
NURS 7442,A01 (58124),Clinical Practice 1 (3),OC,Jan 06 - Apr 09,Rhonda Campbell
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Mar 04 - Mar 04, 08:30-16:30 (W)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Jan 19 - Jan 19, 09:00-16:00 (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Feb 02 - Feb 02, 09:00-16:00 (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Feb 23 - Feb 23, 09:00-16:00 (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Mar 02 - Mar 02, 09:00-12:00 (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Mar 09 - Mar 09, 09:00-16:00 (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Mar 23 - Mar 23, 09:00-16:00 (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Apr 07 - Apr 07, 09:00-16:00 (T)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Feb 03 - Feb 03, 12:30-15:30 (T)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Jan 06 - Jan 06, 12:30-15:00 (T)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Mar 16 - Mar 16,  (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Jan 12 - Jan 12,  (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Jan 26 - Jan 26,  (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Mar 30 - Mar 30,  (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Mar 10 - Mar 10,  (T)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,Mar 03 - Mar 04,Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Apr 06 - Apr 06, 13:00-17:00 (M)",Amber Hemminger
NURS 7490,A01 (52490),Nurse Practitioner 4 (5),M,"Feb 09 - Feb 09,  (M)",Amber Hemminger
NURS 7502,A01 (58125),Clinical Practice 3 (4),OC,Jan 06 - Apr 09,Elsie Duff
NURS 8020,A01 (59862),Advanced Knowledge Translation & Health Care Policy (3),M,"Jan 06 - Apr 09, 09:00-12:00 (R)",Lisa Knisley
NURS 8030,A01 (51980),Doctoral Student Seminars I (Part B) (0),M,"Mar 06 - Mar 06, 09:00-12:00 (F)",Annette Schultz
NURS 8030,A01 (51980),Doctoral Student Seminars I (Part B) (0),M,"Feb 13 - Feb 13, 09:00-12:00 (F)",Annette Schultz
NURS 8030,A01 (51980),Doctoral Student Seminars I (Part B) (0),M,"Apr 10 - Apr 10, 09:00-12:00 (F)",Annette Schultz
NURS 8030,A01 (51980),Doctoral Student Seminars I (Part B) (0),M,"Jan 09 - Jan 09, 09:00-12:00 (F)",Annette Schultz
NURS 8040,A01 (60312),Doctoral Student Seminars II (Part B) (0),M,"Feb 13 - Feb 13, 09:00-12:00 (F)",Annette Schultz
NURS 8040,A01 (60312),Doctoral Student Seminars II (Part B) (0),M,"Jan 16 - Jan 16, 09:00-12:00 (F)",Annette Schultz
NURS 8040,A01 (60312),Doctoral Student Seminars II (Part B) (0),M,"Apr 10 - Apr 10, 09:00-12:00 (F)",Annette Schultz
NURS 8040,A01 (60312),Doctoral Student Seminars II (Part B) (0),M,"Mar 13 - Mar 13, 09:00-12:00 (F)",Annette Schultz
FA 1020,D01 (65050),Mathematics in Art (3),DE,Jan 06 - Apr 09,TBA
FA 1020,A02 (50118),Mathematics in Art (3),M,"Jan 06 - Apr 09, 13:00-14:15 (TR)",Matthis Grunsky
FA 1020,A01 (50117),Mathematics in Art (3),M,"Jan 06 - Apr 09, 08:30-09:45 (TR)",Matthis Grunsky
FA 1212,T01 (65994),"Art, Technology, and Culture of Video Games (3)",M,"Jan 06 - Apr 09, 18:00-20:45 (T)",Mackenzie Enns
FAAH 1040,A01 (50126),Introduction to Art 2A (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",Braden Scott
FAAH 2090,A01 (56359),Indigenous Peoples' Art History (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Suzanne McLeod
FAAH 2110,D01 (61129),Women and Art (3),DE,Jan 06 - Apr 09,Erika Dueck
FAAH 2930,A01 (63385),Writing About Art (3),M,"Jan 06 - Apr 09, 11:30-14:15 (F)",Amy Karlinsky
FAAH 3160,T03 (65614),Mid-Century Modernist Abstraction (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Shepherd Steiner
FAAH 3202,A01 (57044),Contemporary Art History (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Monika Vrecar
FAAH 3212,A01 (52818),Introduction to The Theory of Art (3),M,"Jan 06 - Apr 09, 10:00-11:15 (TR)",David Foster
FAAH 3250,T08 (65608),Manitoba Print History (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Oliver Botar
FAAH 3270,A01 (65622),Canadian Art Since World War 2 (3),M,"Jan 06 - Apr 09, 08:30-11:15 (F)",Riva Symko
FAAH 4070,T10 (65616),Building and Making Things from the Earth (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Braden Scott
FAAH 4090,T06 (65599),Indigenous Feminisms (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Suzanne McLeod
FAAH 7010,T10 (65790),Building and Making Things from the Earth (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Braden Scott
FAAH 7020,T09 (65789),Indigenous Feminisms (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Suzanne McLeod
STDO 1250,A01 (51607),Drawing: Studio 2 (3),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",Holger Kalberg
STDO 1250,A02 (51615),Drawing: Studio 2 (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Mary Sparks
STDO 1250,A04 (51617),Drawing: Studio 2 (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Mary Sparks
STDO 1250,A03 (51616),Drawing: Studio 2 (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Derek Brueckner
STDO 1470,A03 (61114),Materials Studio (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Sarah Fuller
STDO 1470,A02 (51653),Materials Studio (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",TBA
STDO 1470,A04 (64534),Materials Studio (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Daniel McCafferty
STDO 1470,A01 (51652),Materials Studio (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",TBA
STDO 1480,A02 (61108),Digital Essentials (3),M,"Jan 06 - Apr 09, 14:30-17:15 (W)",Derek Brueckner
STDO 1480,A04 (61110),Digital Essentials (3),M,"Jan 06 - Apr 09, 08:30-11:15 (F)",Matthis Grunsky
STDO 1480,A03 (61109),Digital Essentials (3),M,"Jan 06 - Apr 09, 18:00-20:45 (R)",David Peters
STDO 1480,A05 (61112),Digital Essentials (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Erika Dueck
STDO 1480,A01 (58012),Digital Essentials (3),M,"Jan 06 - Apr 09, 08:30-11:15 (M)",David Peters
STDO 2210,A01 (65613),Introduction to Sculpture (6),M,"Jan 06 - Apr 09, 14:30-17:15 (TR)",Katherine Boyer
STDO 2220,A01 (50439),Introduction to Painting (6),M,"Jan 06 - Apr 09, 14:30-17:15 (MW)",Mark Neufeld
STDO 2222,A01 (65621),Intermediate Painting (3),M,"Jan 06 - Apr 09, 14:30-17:15 (R)",Holger Kalberg
STDO 2380,A01 (61125),Intermediate Wheel-Throwing (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Alana MacDougall
STDO 2390,A01 (64531),Intermediate Hand Building (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",TBA
STDO 2400,A01 (54965),Introduction to Photography (6),M,"Jan 06 - Apr 09, 11:30-14:15 (MW)",Sarah Ciurysek
STDO 2420,A01 (65615),Intermediate Film Photography (3),M,"Jan 06 - Apr 09, 14:30-17:15 (T)",Sarah Fuller
STDO 2510,A01 (63749),Intermediate Printmaking: Silkscreen (3),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",Suzanne Smith
STDO 2640,A01 (61205),Intermediate Design (3),M,"Jan 06 - Apr 09, 11:30-14:15 (F)",Leigh Bridges
STDO 3130,A01 (65620),Projects in Ceramics (3),M,"Jan 06 - Apr 09, 11:30-14:15 (R)",Elma Nickel
STDO 3140,A01 (61130),Projects in Photography (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Dominique Rey
STDO 3672,T03 (65618),Design and Printmaking (3),M,"Jan 06 - Apr 09, 11:30-14:15 (R)",Leigh Bridges
STDO 3674,T05 (65605),Manitoba Print History (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Suzanne Smith
STDO 3680,T97 (65601),Intermediate Performance Art (3),M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Loretta Blondeau
STDO 3680,T99 (65617),"Natural Dyes, Fibres, and Fabrics (3)",M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Katherine Boyer
STDO 3680,T98 (65603),Puppets in Animation or Performance (3),M,"Jan 06 - Apr 09, 14:30-17:15 (M)",Derek Brueckner
STDO 3682,T01 (65612),On the Surface (3),M,"Jan 06 - Apr 09, 08:30-11:15 (W)",Mary Sparks
STDO 3710,T01 (65148),Contemporary Indigenous Art Practices (3),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",Loretta Blondeau
STDO 3972,A01 (62074),Interdisciplinary Studio 2 (3),M,"Jan 06 - Apr 09, 11:30-14:15 (F)",Erika Dueck
STDO 4820,A01 (61124),Senior Studio 2 (6),M,"Jan 06 - Apr 09, 11:30-14:15 (T)",Dominique Rey
STDO 4920,A01 (51991),Honours Seminar 2 (3),M,"Jan 06 - Apr 09, 11:30-14:15 (R)",Loretta Blondeau
STDO 7020,A05 (58047),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Mary Sparks
STDO 7020,A01 (63373),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Derek Brueckner
STDO 7020,A06 (58048),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Joo Young Han
STDO 7020,A02 (51640),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Elma Nickel
STDO 7020,A03 (51641),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Freya Olafson
STDO 7020,A04 (56486),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Sarah Ciurysek
STDO 7020,A08 (63377),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Mark Neufeld
STDO 7020,A07 (63376),Studio Concentration 2 (3),M,Jan 06 - Apr 09,Holger Kalberg
STDO 7040,A03 (51758),Studio Concentration 4 (3),M,Jan 06 - Apr 09,Anna Diallo
STDO 7040,A01 (51756),Studio Concentration 4 (3),M,Jan 06 - Apr 09,Dominique Rey
STDO 7120,A01 (51643),Graduate Seminar 2 (3),M,"Jan 06 - Apr 09, 11:30-14:15 (W)",Holger Kalberg
AHS 7002,A01 (52711),Seminar I Applied Health Sciences (Part B) (0),M,"Feb 27 - Feb 27, 13:00-16:00 (F)",Brian MacNeil
AHS 7002,A01 (52711),Seminar I Applied Health Sciences (Part B) (0),M,"Feb 06 - Feb 06, 13:00-16:00 (F)",Brian MacNeil
AHS 7002,A01 (52711),Seminar I Applied Health Sciences (Part B) (0),M,"Mar 27 - Mar 27, 13:00-16:00 (F)",Brian MacNeil
AHS 7002,A01 (52711),Seminar I Applied Health Sciences (Part B) (0),M,"Jan 09 - Jan 09, 13:00-16:00 (F)",Brian MacNeil
AHS 7004,A01 (52712),Seminar II Applied Health Sciences (Part B) (0),M,"Mar 27 - Mar 27, 13:00-16:00 (F)",Brian MacNeil
AHS 7004,A01 (52712),Seminar II Applied Health Sciences (Part B) (0),M,"Feb 27 - Feb 27, 13:00-16:00 (F)",Brian MacNeil
AHS 7004,A01 (52712),Seminar II Applied Health Sciences (Part B) (0),M,"Feb 06 - Feb 06, 13:00-16:00 (F)",Brian MacNeil
AHS 7004,A01 (52712),Seminar II Applied Health Sciences (Part B) (0),M,"Jan 09 - Jan 09, 13:00-16:00 (F)",Brian MacNeil
DS 7010,A01 (52345),Disability Studies (Part B) (3),OC,"Jan 06 - Apr 09, 13:00-15:45 (T)",Diane Driedger
DS 7020,A01 (51310),History of Disability (3),OC,"Jan 06 - Apr 09, 10:00-12:45 (T)",Nancy Hansen
DS 7040,T07 (52346),Women and Disability (3),OC,"Jan 06 - Apr 09, 13:00-15:45 (T)",Diane Driedger
DS 7040,T01 (65596),"Parenting, Disability and Care Work (3)",M,"Jan 06 - Apr 09, 11:30-14:15 (M)",Christine Stewart
DS 7040,T03 (50718),Disability and the Media (3),OC,"Jan 06 - Apr 09, 10:00-12:45 (R)",Nancy Hansen
GRAD 7200,A01 (51759),MFA Thesis/Studio Exhibition (0),M,Jan 06 - Apr 09,TBA
GRAD 7090,A01 (51475),Design Thesis (0),M,Jan 06 - Apr 09,TBA
GRAD 7300,A01 (58105),Research Integrity Tutorial (0),M,Jan 06 - Apr 09,TBA
PEAC 7030,A01 (64985),International Conflict Resolution and Peace-building (3),M,"Jan 06 - Apr 09, 13:00-16:00 (F)",James Byrne
PEAC 7050,A01 (64986),Intercultural Conflict Resolution and Peace-Building (3),M,"Jan 06 - Apr 09, 13:00-16:00 (R)",Jessica Senehi
PEAC 7060,T24 (66019),Peacebuilding Practices and Applications (3),M,"Jan 06 - Apr 09, 13:00-16:00 (M)",James Byrne
PEAC 7060,T25 (66137),"Museums and Public Memory: Education, Transformation, Peace-Building (C) (3)",M,"Jan 06 - Apr 09, 13:00-15:45 (R)",Adam Muller
PEAC 7110,A02 (56909),International Human Rights and Human Security (3),M,"Jan 06 - Apr 09, 13:00-16:00 (T)",Adam Muller
PEAC 7120,A01 (51801),Peacebuilding and Social Justice (3),M,"Jan 06 - Apr 09, 12:30-15:30 (W)",TBA
PEAC 7300,T22 (66020),Peacebuilding Practices and Applications (3),M,"Jan 06 - Apr 09, 13:00-16:00 (M)",James Byrne
PEAC 7500,A01 (51802),Practicum (3),M,Jan 06 - Apr 09,Adam Muller
DDSS 1100,A01 (51786),Periodontology 1 (1),B,"Jan 05 - May 01, 08:00-11:50 (T)",Sylvia Todescan
DDSS 1110,A01 (54925),Radiology 1 (1),B,"Jan 05 - May 01, 09:00-09:50 (R)",TBA
DDSS 2110,A01 (56186),Radiology 2 (1),B,"Jan 05 - May 01, 13:00-13:50 (F)",TBA
DDSS 2122,A01 (52017),"Oral Pathology, Part B (2.5)",B,"Jan 05 - May 01, 10:00-11:50 (R)",Vimi Mutalik
DDSS 3102,A01 (52332),"Periodontology 3, Part B (1.5)",B,"Jan 05 - May 01, 09:00-09:50 (M)",Sylvia Todescan
DDSS 3112,A01 (52334),"Oral Diagnosis and Radiology 1, Part B (1)",B,"Jan 05 - May 01, 10:00-10:50 (T)",Mohamad-Hasan Kadhim
DDSS 3120,A01 (52328),Pain and Anxiety Control 2 (1),B,"Jan 05 - May 01, 08:00-08:50 (M)",Christopher Cottick
DDSS 3132,A01 (52333),"Oral and Maxillofacial Surgery, Part B (1)",B,"Jan 05 - May 01, 15:00-15:50 (F)",Christopher Cottick
DDSS 3142,A01 (52308),"Medicine, Part B (1)",B,"Jan 05 - May 01, 13:00-13:50 (F)",Christopher Cottick
DDSS 3152,A01 (52329),"Temporomandibular Disorders and Orofacial Pain, Part B (1)",B,"Jan 05 - May 01, 11:00-11:50 (M)",Reynaldo Todescan
DDSS 3162,A01 (56189),"Pharmacology and Therapeutics, Part B (1.5)",B,"Jan 05 - May 01, 09:00-09:50 (T)",Christopher Cottick
DDSS 4122,A01 (52642),"Oral & Maxillofacial Surgery 2, Part B (0.5)",B,Jan 05 - Apr 24,Christopher Cottick
DDSS 4150,A01 (52641),"Hospital Dentistry, Part B (0.5)",B,Jan 05 - Apr 24,Christopher Cottick
DDSS 7030,A01 (65787),"Advanced Oral Radiology, Part B (0.5)",B,"Jan 03 - Jun 27, 08:00-09:50 (M)",TBA
DDSS 7050,A01 (50167),Oral Medicine and Oral Diagnosis (Part B) (1.5),B,"Jan 03 - Jun 27, 09:00-11:50 (F)",Mohamad-Hasan Kadhim
DDSS 7120,A01 (50169),Advanced Clinical Periodontics (Part B) (2),B,"Jan 03 - Jun 27, 12:00-13:50 (T)",Chrysi Stavropoulou
DDSS 7120,A02 (63920),Advanced Clinical Periodontics (4),B,"Mar 05 - Apr 09, 12:00-15:50 (R)",Chrysi Stavropoulou
DDSS 7120,A02 (63920),Advanced Clinical Periodontics (4),B,"Jan 03 - Jan 03, 14:00-15:50 ()",Chrysi Stavropoulou
DDSS 7130,A01 (65788),Occlusion (3),B,"Jan 03 - Jun 27, 08:00-09:50 (M)",Reynaldo Todescan
DDSS 7210,A01 (50171),Clinical Practice in Periodontics (Part B) (9),B,"Jan 03 - Jun 27, 07:30-08:50 (R)",Chrysi Stavropoulou
DDSS 7220,A01 (50174),Essay/Research Project (Part B) (0),B,Jan 03 - Jun 27,Chrysi Stavropoulou
DDSS 7240,A01 (50175),Advanced Oral and Maxillofacial Surgery Seminar 1 (Part B) (1.5),B,"Jan 03 - Jun 27, 13:00-16:50 (M)",Syed Shah
DDSS 7250,A01 (52311),Clinical Advanced Oral and Maxillofacial Surgery 1 (Part B) (3),B,Jan 03 - Jun 27,Syed Shah
DDSS 7260,A01 (50176),Advanced Oral and Maxillofacial Surgery Seminar 2 (Part B) (1.5),B,"Jan 03 - Jun 27, 13:00-16:50 (M)",Syed Shah
DDSS 7270,A01 (50177),Clinical Advanced Oral and Maxillofacial Surgery 2 (Part B) (3),B,Jan 03 - Jun 27,Syed Shah
DDSS 7280,A01 (50178),Clinical Advanced Oral and Maxillofacial Surgery 3 (Part B) (3),B,"Jan 03 - Jun 27, 13:00-16:50 (M)",Syed Shah
DDSS 7290,A01 (50179),Clinical Advanced Oral and Maxillofacial Surgery 4 (Part B) (3),B,Jan 03 - Jun 27,Syed Shah
DDSS 7300,A01 (64273),"Dental Implantology, Part B (1.5)",B,"Jan 03 - Jun 27, 10:00-11:50 (M)",Chrysi Stavropoulou
DENT 1202,A01 (51787),"Early Clinical Experience, Part B (1.5)",B,"Jan 05 - May 01, 09:00-11:50 (M)",Connie Hack
DENT 1202,A01 (51787),"Early Clinical Experience, Part B (1.5)",B,"Jan 05 - May 01, 08:00-08:50 (M)",Connie Hack
DENT 2202,A01 (52008),"Introduction to Comprehensive Care, Part B (2)",B,"Jan 05 - May 01, 08:00-11:50 (MT)",Asmaa Haimeur
DENT 2202,A01 (52008),"Introduction to Comprehensive Care, Part B (2)",B,"Jan 05 - May 01, 16:00-16:50 (W)",Asmaa Haimeur
DENT 3210,A01 (65497),"Dental Practice Management 3, Part B (0.5)",B,Jan 05 - May 01,Dieter Schonwetter
DENT 4202,A01 (52653),"Interdisciplinary Patient Centred Care Case Studies, Part B (1)",B,"Jan 05 - Apr 24, 15:00-16:50 (T)",Trenna Reeve
DENT 4210,A01 (54920),"Dental Practice Management 4, Part B (1)",B,Jan 05 - Apr 24,Dieter Schonwetter
DENT 4222,A01 (52654),"General Practice Dentistry, Part B (5)",B,"Jan 05 - Apr 24, 08:00-11:50 (MTWR)",Trenna Reeve
DENT 4222,A01 (52654),"General Practice Dentistry, Part B (5)",B,"Jan 05 - Apr 24, 09:00-11:50 (F)",Trenna Reeve
DENT 4222,A01 (52654),"General Practice Dentistry, Part B (5)",B,"Jan 05 - Apr 24, 13:00-15:50 (F)",Trenna Reeve
DENT 4222,A01 (52654),"General Practice Dentistry, Part B (5)",B,"Jan 05 - Apr 24, 13:30-16:30 (MWR)",Trenna Reeve
